Wersja j?zykowa (PL/EN),Zgoda na udzia? (wszyscy = 1),Kod polecaj?cy (nieobligatoryjne),"Po raz kt¢ry gra (1 = 1, 2 = 2, 3 = 3, 4 i 4+ = 4)","P?e? (M??czyzna, Kobieta, Inna)",Skala Kinseya (0-6),"Biseksualno?? - scenariusz z kobiet? = F, scenariusz z m??czyzn? = M)",Wiek,"PozytywnaPrezentacja1 (a= sexy, b = kind, c = wealthy, d = healthy, e = artyzm)","PozytywnaPrezentacja2 (a= sexy, b = kind, c = wealthy, d = healthy, e = artyzm)","PozytywnaPrezentacja3 (a= sexy, b = kind,c = wealthy, d = healthy, e = artyzm)","PozytywnaPrezentacja4 (a= sexy, b = kind, c = wealthy, d = healthy, e = artyzm)","PozytywnaPrezentacja5 (a= sexy, b = kind, c = wealthy, d = healthy, e = artistic)","PozytywnaPrezentacja6 (a= sexy, b = kind, c = wealthy, d= healthy,  e= artistic)","ObrzydliwaPrezencja1 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja2 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja3 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja4 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja5 (a = patogen, b = sex, c = moral)","ObrzydliwaPrezencja6 (a = patogen, b = sex, c = moral)",Tybur1 (0-6),Tybur2 (0-6),Tybur3(0-6),Tybur4 (0-6),Tybur5 (0-6),Tybur6(0-6),Tybur7 (0-6),Tybur8 (0-6),Tybur9 (0-6),Tybur10 (0-6),Tybur11 (0-6),Tybur12 (0-6),Tybur13 (0-6),Tybur14 (0-6),Tybur15 (0-6),Tybur16 (0-6),Tybur17 (0-6),Tybur18 (0-6),Tybur19 (0-6),Tybur20 (0-6),Tybur21 (0-6),SelfArt (1-11),SelfHealth (1-11),SelfKind (1-11),SelfSexy (1-11),SelfWealth (1-11),IdealArt (1-11),IdealHealth (1-11),IdealKind (1-11),IdealSexy (1-11,IdealWealth (1-11),HasChildren?,HowManyKids,YoungestKidAge,OldestKidAge,"MilkVSCereal (a - milk first, b- cereal first)",attention check,relationship status,timestamp
pl,TRUE,AC3,1,m,0,f,19,e,e,e,d,b,b,b,c,a,c,a,a,6,3,1,6,0,2,2,1,0,6,1,3,6,6,2,5,3,1,5,1,0,4,10,9,8,9,8,8,8,6,7,Nie,0,NA,NA,b,2,in relationship,2/10/2023 15:05
en,TRUE,NA,1,m,6,m,47,c,e,d,e,d,c,b,b,c,c,b,a,4,1,4,1,0,0,1,1,1,3,1,3,4,5,3,4,3,4,3,5,4,8,9,7,3,4,4,1,1,1,4,Yes,2,15,17,a,2,other,3/29/2023 17:08
en,TRUE,game,1,f,0,m,45,e,a,e,b,b,e,c,b,a,a,c,b,4,3,5,6,1,4,4,3,4,6,3,4,6,4,4,4,4,5,5,3,3,7,6,6,6,7,6,6,7,6,7,Yes,1,16,NA,b,2,in relationship,2/6/2023 20:38
en,TRUE,game,1,m,0,f,27,d,c,c,b,a,e,c,c,b,c,c,c,4,5,6,6,3,3,1,2,3,6,5,6,3,2,5,1,0,6,3,2,6,7,8,9,8,5,7,7,7,6,6,No,0,NA,NA,a,2,in relationship,2/6/2023 23:40
en,TRUE,game,1,m,0,f,28,b,c,c,e,c,c,b,b,a,b,b,b,4,3,5,3,5,2,2,5,3,4,5,5,4,3,2,5,5,3,4,2,2,9,8,5,5,7,7,9,7,7,7,Yes,2,2,1,b,2,in relationship,2/24/2023 0:27
en,TRUE,game,1,f,0,m,25,c,d,c,d,e,d,b,b,c,b,c,b,4,3,4,3,4,4,4,3,4,4,3,4,3,4,4,4,4,5,5,3,4,3,2,6,7,4,2,3,2,3,4,Yes,2,2,3,a,3,in relationship,3/11/2023 0:38
en,TRUE,NA,1,f,0,m,67,d,b,b,b,b,d,b,c,a,c,a,a,4,5,4,3,4,5,5,5,4,5,5,5,4,5,4,5,5,5,4,4,5,6,5,4,3,4,2,4,7,4,4,Yes,2,27,25,a,4,in relationship,2/24/2023 1:25
en,TRUE,game,1,m,0,f,35,b,e,e,d,d,d,c,c,a,a,c,b,1,6,5,6,4,5,1,5,0,4,6,4,1,5,6,2,4,3,1,6,5,9,9,11,8,10,11,9,6,7,8,Yes,1,4,NA,a,2,in relationship,3/29/2023 16:08
pl,TRUE,INSTAGRAM STUDY,1,f,5,f,22,e,a,a,b,e,e,c,b,b,a,c,a,0,3,2,5,0,2,1,1,1,6,3,3,2,0,1,1,6,2,0,0,2,5,4,7,4,5,6,6,8,9,6,Nie,0,NA,NA,b,2,single,1/23/2023 20:36
en,TRUE,game,1,f,4,f,53,b,e,e,c,e,c,b,c,b,a,a,c,4,5,3,5,6,2,3,4,3,2,3,4,4,3,4,5,3,4,5,3,4,4,6,3,9,5,4,5,4,6,4,No,0,NA,NA,b,2,in relationship,3/11/2023 4:45
en,TRUE,NA,1,f,3,m,22,e,b,b,b,c,b,a,c,b,c,c,b,1,3,3,4,0,1,3,0,2,5,4,3,5,3,2,3,5,4,4,1,2,8,5,6,6,5,6,6,6,6,6,No,0,NA,NA,b,2,in relationship,2/24/2023 2:27
en,TRUE,game,1,m,0,f,26,d,d,e,a,a,d,c,b,a,b,b,a,3,4,5,4,3,2,3,4,5,4,3,3,4,5,4,3,2,3,4,5,4,6,7,5,8,4,8,8,9,8,5,No,0,NA,NA,a,2,in relationship,2/24/2023 0:54
en,TRUE,NA,1,m,0,f,30,b,b,a,a,a,a,c,b,c,c,b,b,0,5,6,2,2,5,0,1,3,5,1,1,0,3,2,0,1,1,2,2,1,6,8,11,9,6,11,6,9,10,9,No,0,NA,NA,b,2,in relationship,2/6/2023 21:22
en,TRUE,game,1,m,5,m,33,d,a,e,e,e,d,b,a,c,b,c,c,2,3,4,5,6,5,4,3,2,3,4,2,3,4,5,6,5,4,3,2,1,5,5,4,4,4,3,4,4,5,4,Yes,1,5,NA,b,2,in relationship,2/6/2023 20:48
en,TRUE,game,1,m,4,m,32,e,e,b,b,c,e,c,c,b,b,b,c,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,Yes,1,2,NA,a,2,in relationship,2/6/2023 20:51
en,TRUE,game,1,m,0,f,45,a,e,a,c,c,e,a,a,c,b,b,a,6,5,4,5,5,6,6,5,6,5,6,5,3,5,4,5,6,5,5,6,5,5,3,7,9,8,9,8,4,9,8,Yes,2,14,10,a,2,in relationship,3/7/2023 18:55
pl,TRUE,AB13,1,m,6,m,18,d,c,a,e,c,e,a,c,b,a,c,b,2,0,6,6,0,6,0,0,6,3,0,4,4,0,4,2,1,5,2,1,3,11,7,6,4,7,8,9,11,6,6,Nie,0,NA,NA,a,2,in relationship,2/13/2023 15:40
en,TRUE,game,1,f,6,f,30,e,d,d,c,e,c,b,a,b,a,a,b,4,3,3,2,2,3,3,3,3,4,3,3,4,4,4,3,4,3,4,3,3,2,11,11,11,11,11,10,8,11,2,Yes,1,2,NA,a,2,in relationship,3/14/2023 1:13
en,TRUE,game,1,f,0,m,56,c,c,b,d,b,b,c,b,a,a,c,c,5,6,6,5,1,2,4,3,3,6,0,4,6,3,4,3,0,6,4,0,1,4,6,9,5,8,3,6,9,6,6,Yes,1,23,NA,b,2,in relationship,2/6/2023 20:45
pl,TRUE,NA,1,f,0,m,30,c,c,d,c,c,b,b,c,b,b,c,b,5,2,3,6,0,4,2,0,3,6,3,5,5,1,1,1,4,6,5,1,4,4,9,9,10,8,4,11,10,10,9,Nie,0,NA,NA,a,2,in relationship,12/17/2022 9:05
en,TRUE,game,2,m,5,m,30,b,d,d,b,a,b,b,c,b,a,b,c,5,5,5,5,6,5,6,5,5,5,5,3,5,5,5,5,4,5,5,4,5,3,7,7,7,4,6,9,7,6,6,No,0,NA,NA,b,2,in relationship,3/29/2023 19:22
en,TRUE,game,1,m,5,m,30,e,e,b,b,c,c,a,b,a,a,b,b,5,2,5,6,5,6,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,5,6,6,6,3,5,6,7,6,Yes,1,5,NA,b,2,in relationship,3/13/2023 22:57
pl,TRUE,KG0902,1,f,1,m,22,e,e,b,e,e,e,c,c,a,c,a,b,3,1,3,4,0,1,1,0,1,4,2,0,2,1,2,1,3,2,2,0,0,8,8,10,7,6,7,6,8,7,6,Nie,0,NA,NA,b,2,single,1/5/2023 14:54
pl,TRUE,AB13 ,1,m,6,m,25,e,e,a,a,c,c,b,c,b,b,c,a,1,1,3,6,0,4,1,0,1,6,2,6,3,0,4,5,1,2,2,3,4,1,8,6,9,9,6,7,6,6,6,Nie,0,NA,NA,b,1,single,2/13/2023 15:16
en,TRUE,game,1,f,5,f,25,e,b,b,e,e,e,c,c,b,c,a,c,1,4,5,3,4,4,2,5,2,5,3,6,3,3,4,4,6,6,3,1,4,7,6,8,6,5,6,5,8,6,7,Yes,1,1,NA,b,2,in relationship,2/6/2023 22:53
en,TRUE,game,1,m,6,m,30,c,d,b,a,e,b,a,c,a,b,a,b,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,6,5,5,6,5,1,6,4,4,8,Yes,1,4,NA,b,2,in relationship,3/7/2023 19:30
en,TRUE,NA,1,m,4,m,48,b,c,c,e,e,e,c,b,c,c,c,c,4,0,0,2,0,0,1,0,0,2,0,0,1,0,2,1,4,0,2,0,0,2,6,1,8,11,6,4,10,2,1,Yes,2,15,13,b,2,in relationship,2/6/2023 21:23
pl,TRUE,NA,1,f,0,m,24,a,c,e,d,a,e,c,c,a,a,a,c,4,4,4,4,3,5,3,3,4,2,4,4,3,4,4,4,5,4,4,3,4,7,6,7,7,6,6,9,9,7,8,Nie,0,NA,NA,b,2,in relationship,1/23/2023 15:57
en,TRUE,game,1,f,1,m,-1,c,a,c,e,a,e,c,c,b,a,c,c,3,4,6,6,1,4,2,0,4,6,6,6,6,0,6,3,6,6,5,1,6,7,5,9,7,2,10,9,11,9,10,No,0,NA,NA,b,2,single,2/7/2023 0:45
pl,TRUE,NA,1,f,2,m,26,a,c,a,e,b,e,c,b,c,c,c,b,0,2,4,2,0,3,1,0,4,6,4,3,4,0,4,3,6,5,4,0,4,10,6,6,9,6,10,8,6,9,7,Nie,0,NA,NA,a,2,in relationship,12/16/2022 18:08
en,TRUE,NA,1,m,0,f,36,e,e,d,a,a,a,a,a,b,c,a,c,4,5,4,5,2,3,5,2,3,5,3,6,5,2,4,4,6,3,4,2,3,6,6,9,5,8,6,7,9,6,6,No,0,NA,NA,b,2,single,2/6/2023 20:56
en,TRUE,game,1,f,0,m,30,e,e,b,d,d,b,c,b,a,c,b,a,3,6,6,6,0,3,2,0,2,6,3,6,6,6,5,6,6,6,6,0,2,5,5,5,4,4,5,3,6,6,6,Yes,2,8,9,b,2,in relationship,2/6/2023 23:32
en,TRUE,game,1,f,0,m,25,b,b,d,c,e,c,c,c,c,c,c,a,3,6,6,6,6,6,6,1,2,5,6,6,6,6,6,5,3,6,3,6,6,11,11,11,8,8,11,11,11,11,11,No,0,NA,NA,a,2,in relationship,3/11/2023 1:05
en,TRUE,NA,2,m,5,m,40,c,d,e,a,a,e,c,c,a,a,a,b,5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,2,3,11,4,3,3,2,3,3,3,Yes,3,12,8,a,2,in relationship,2/24/2023 1:08
pl,TRUE,AB12,1,m,0,f,22,e,e,b,e,b,b,c,c,c,c,c,b,2,0,3,6,0,5,1,0,3,6,0,5,5,0,4,5,0,0,3,2,2,1,6,8,5,7,1,9,9,6,7,Nie,0,NA,NA,b,2,single,12/20/2022 21:48
en,TRUE,NA,1,m,0,f,21,d,b,b,d,b,a,b,a,b,b,b,c,6,2,5,2,2,6,6,2,1,0,0,0,1,6,3,1,6,3,2,3,3,1,8,2,7,7,1,8,3,8,7,Yes,2,1,3,b,2,in relationship,2/6/2023 20:28
pl,TRUE,NA,1,f,1,m,27,a,a,a,a,a,a,b,a,b,a,b,c,4,4,3,3,2,1,6,1,3,6,4,0,5,5,4,5,5,1,6,0,2,7,10,8,9,10,5,10,7,7,7,Nie,0,NA,NA,a,2,in relationship,2/8/2023 13:59
pl,TRUE,KG0902,1,f,1,m,24,e,e,a,b,a,b,c,c,b,c,c,c,2,4,1,5,0,0,3,0,1,5,0,1,1,0,4,5,6,5,4,0,4,5,6,10,8,3,8,11,10,10,10,Nie,0,NA,NA,b,2,in relationship,1/8/2023 16:32
pl,TRUE,NA,1,m,0,f,19,a,c,b,a,d,a,a,a,b,b,b,c,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,10,10,10,10,11,8,11,10,11,Nie,0,NA,NA,a,6,single,2/10/2023 16:51
pl,TRUE,NA,1,f,0,m,27,a,e,a,e,a,e,c,a,c,a,c,b,0,0,0,4,0,0,0,0,1,6,0,1,0,0,3,0,0,0,0,0,0,4,9,7,7,6,6,6,6,9,9,Nie,0,NA,NA,b,2,in relationship,12/17/2022 13:07
pl,TRUE,NA,1,m,0,f,23,c,c,d,e,e,d,c,b,c,c,b,c,3,3,4,4,0,5,5,0,1,4,1,2,2,1,1,2,6,5,5,0,6,6,9,3,6,10,7,9,9,9,6,Nie,0,NA,NA,b,2,in relationship,1/5/2023 14:32
en,TRUE,NA,1,m,0,f,35,e,c,a,b,a,a,a,b,a,c,c,c,6,5,6,4,6,6,2,1,3,6,1,6,2,0,5,1,1,5,0,6,5,9,6,11,6,6,11,11,11,11,11,No,0,NA,NA,b,2,single,2/6/2023 23:31
en,TRUE,game,1,f,0,m,38,d,c,e,e,c,e,b,b,c,c,a,b,6,0,6,6,0,3,6,0,6,6,0,6,6,3,6,6,0,5,5,0,5,9,9,8,2,10,11,10,11,9,10,Yes,5,1,21,b,2,single,2/7/2023 1:27
pl,TRUE,NA,1,f,0,m,22,e,a,a,d,a,e,c,b,c,c,c,c,4,3,6,4,1,4,4,3,5,6,6,6,3,5,6,4,5,5,4,0,3,9,8,10,6,7,7,9,7,6,8,Nie,0,NA,NA,b,2,in relationship,1/10/2023 15:18
en,TRUE,game,1,f,1,m,35,b,a,b,b,e,d,c,b,a,c,b,a,1,2,6,6,1,6,1,0,1,4,3,6,0,0,1,1,0,6,0,1,6,7,10,9,7,6,6,8,9,6,6,Yes,2,NA,5,b,2,in relationship,2/6/2023 20:41
en,TRUE,game,1,m,1,f,27,a,a,a,a,d,a,b,c,b,a,b,b,3,4,6,4,1,3,2,4,3,5,3,5,4,4,5,5,4,4,5,1,5,8,5,8,10,5,9,7,9,9,9,No,0,NA,NA,b,2,single,2/24/2023 2:06
en,TRUE,game,1,m,0,f,26,b,e,e,b,c,c,a,a,b,b,c,a,4,5,4,5,6,5,4,5,6,5,4,0,1,3,4,6,5,4,3,4,5,2,2,5,11,5,3,2,8,10,1,No,0,NA,NA,a,2,in relationship,2/24/2023 0:15
pl,TRUE,KG0902,1,m,0,f,23,e,c,b,e,a,b,c,c,c,c,c,a,1,4,5,5,3,4,2,0,2,5,1,4,4,2,3,2,2,3,4,1,4,6,6,9,3,6,8,6,8,6,6,Nie,0,NA,NA,b,2,single,1/8/2023 16:54
en,TRUE,game,1,m,5,m,30,a,b,b,e,a,c,a,a,c,c,c,a,6,1,2,2,3,5,3,3,3,3,3,3,2,4,3,2,4,3,2,3,2,3,10,3,4,4,6,7,5,8,6,Yes,2,1,1,a,2,in relationship,3/21/2023 13:20
en,TRUE,game,1,m,1,f,35,e,e,a,a,d,e,a,c,b,c,a,b,4,3,5,4,0,4,2,2,3,4,2,3,2,1,4,2,1,3,2,0,3,9,6,7,6,3,5,7,9,8,7,Yes,3,5,13,b,2,in relationship,2/6/2023 22:52
en,TRUE,game,1,m,3,f,30,e,d,b,e,e,d,a,c,a,b,c,c,3,5,2,3,1,3,2,4,1,3,2,2,2,5,1,4,2,3,1,5,2,6,7,5,10,8,4,5,4,5,4,No,0,NA,NA,b,2,single,3/11/2023 0:01
en,TRUE,NA,1,f,6,f,28,a,c,c,c,a,a,a,b,a,b,b,b,3,4,5,4,3,4,5,4,3,4,5,4,5,4,3,4,3,4,3,4,4,1,2,2,10,10,11,11,11,10,11,No,0,NA,NA,a,2,single,3/14/2023 0:34
pl,TRUE,NA,1,f,0,m,22,b,c,d,d,a,c,c,c,c,b,a,c,5,2,5,6,2,0,0,0,4,6,0,5,0,3,6,0,6,6,5,0,0,4,6,11,6,9,6,6,11,11,11,Nie,0,NA,NA,b,2,single,1/9/2023 18:04
pl,TRUE,NA,1,f,2,m,21,a,c,e,b,a,e,c,c,b,a,c,a,5,1,5,6,2,2,1,1,4,6,0,6,5,1,1,5,6,5,5,5,2,8,6,9,5,6,7,11,8,8,10,Nie,0,NA,NA,a,2,single,12/16/2022 20:16
en,TRUE,game,1,f,3,f,35,b,e,d,d,e,c,a,c,a,c,c,b,2,3,2,2,2,2,3,2,2,3,2,2,2,3,2,2,3,2,3,3,2,6,6,5,3,5,9,9,8,9,8,Yes,1,4,NA,a,2,in relationship,3/7/2023 19:04
en,TRUE,Game,1,m,5,m,27,c,c,b,d,b,a,c,b,c,c,a,c,5,5,6,6,0,1,5,0,2,5,0,6,3,1,4,1,4,5,3,2,3,5,7,5,7,5,7,5,7,8,8,No,0,NA,NA,b,2,single,3/29/2023 16:53
pl,TRUE,NA,1,f,3,m,21,e,b,e,d,e,e,c,b,a,a,c,c,1,3,3,5,1,1,1,0,1,6,2,5,1,0,4,3,6,2,2,1,0,7,6,7,6,5,7,6,8,7,6,Nie,0,NA,NA,b,2,single,1/25/2023 18:55
en,TRUE,game,1,m,0,f,39,b,c,c,c,d,a,a,b,c,c,a,b,5,1,3,5,0,4,4,0,3,4,2,4,1,0,4,4,1,4,3,1,4,6,7,9,8,5,8,6,9,9,8,No,0,NA,NA,b,2,in relationship,2/6/2023 22:36
en,TRUE,game,1,f,1,m,30,e,c,c,a,c,c,b,b,c,b,b,b,4,6,5,4,6,3,6,6,4,5,5,4,5,4,6,4,3,6,4,6,5,7,9,6,10,5,6,10,7,6,4,Yes,2,6,3,a,2,in relationship,2/24/2023 4:08
pl,TRUE,NA,1,f,0,m,32,b,a,e,d,a,c,c,b,c,a,c,c,3,1,6,6,1,6,3,1,6,6,5,6,6,0,6,5,6,6,6,2,6,7,6,7,9,4,9,8,9,9,7,Nie,0,NA,NA,b,2,single,12/17/2022 0:17
en,TRUE,game,1,m,4,m,28,b,e,e,b,b,d,a,c,a,c,b,b,2,3,4,6,4,2,4,1,3,2,3,3,4,5,4,3,3,5,4,2,4,10,10,9,9,8,10,9,9,10,9,Yes,1,1,NA,a,2,in relationship,2/24/2023 1:54
en,TRUE,game,1,m,0,f,41,a,b,e,a,e,e,b,b,a,a,a,b,6,5,3,6,1,3,6,1,3,6,5,3,6,4,5,5,5,1,5,4,5,6,6,8,6,6,6,6,7,6,6,Yes,2,13,15,b,2,in relationship,2/6/2023 21:18
en,TRUE,NA,1,m,3,m,56,d,c,d,d,a,a,a,b,b,a,b,c,3,4,3,4,3,4,4,3,4,3,4,4,3,4,3,3,4,4,3,4,3,4,5,5,4,4,4,6,5,5,5,Yes,2,18,20,a,2,in relationship,3/29/2023 16:17
en,TRUE,NA,1,m,0,f,30,a,e,e,b,a,d,a,a,a,a,c,a,3,1,2,1,0,1,1,0,0,0,0,2,3,1,2,2,0,2,2,0,2,6,9,8,8,8,9,9,9,9,6,No,0,NA,NA,a,2,in relationship,2/6/2023 21:03
en,TRUE,NA,1,m,6,m,47,c,e,d,e,d,c,b,b,c,c,b,a,4,1,4,1,0,0,1,1,1,3,1,3,4,5,3,4,3,4,3,5,4,8,9,7,3,4,4,1,1,1,4,Yes,2,18,20,a,2,in relationship,3/29/2023 17:10
pl,TRUE,KG0902,1,f,1,m,21,e,c,a,b,c,e,c,c,b,a,a,b,2,4,5,6,2,3,2,4,4,4,4,3,2,5,4,2,4,1,4,4,4,7,6,7,7,8,7,6,8,9,7,Nie,0,NA,NA,a,2,in relationship,1/8/2023 21:08
pl,TRUE,INSTAGRAM STUDY,1,f,6,f,23,e,b,a,b,e,e,c,b,a,c,b,c,5,3,4,6,1,4,4,0,2,6,1,5,5,1,2,5,6,4,6,1,1,7,6,8,6,8,7,6,8,7,6,Nie,0,NA,NA,b,2,single,1/26/2023 18:46
en,TRUE,game,1,m,0,f,27,e,d,e,d,b,a,b,c,c,c,c,c,4,4,4,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,4,4,6,6,5,6,No,0,NA,NA,a,2,single,3/11/2023 1:58
en,TRUE,game,1,m,1,f,30,c,d,c,b,b,c,a,c,c,b,c,b,5,6,4,5,6,4,4,4,6,4,6,4,5,4,6,4,5,5,6,5,4,10,2,10,9,10,10,8,10,2,10,Yes,1,1,NA,b,2,in relationship,2/6/2023 20:38
pl,TRUE,AB12,1,f,0,m,20,e,c,e,c,c,e,c,a,c,b,c,c,4,5,5,5,2,5,6,5,3,6,4,3,4,2,5,4,5,4,6,1,3,8,5,8,11,8,8,10,10,11,8,Nie,0,NA,NA,a,2,in relationship,12/29/2022 22:44
en,TRUE,NA,1,m,0,f,35,b,d,b,a,e,d,c,b,b,a,c,b,3,5,4,5,5,4,3,5,4,5,5,3,3,4,4,4,3,3,4,5,5,7,11,11,10,11,10,9,10,10,11,Yes,1,3,NA,a,2,in relationship,3/29/2023 15:57
en,TRUE,1234,1,m,6,m,32,c,d,b,e,c,c,b,c,a,b,a,b,3,4,4,3,4,5,5,3,4,4,4,2,1,3,3,4,5,5,4,3,5,6,8,9,8,5,1,8,9,11,1,Yes,2,1,6,a,2,in relationship,3/29/2023 16:00
en,TRUE,game,1,f,0,m,35,d,c,e,d,b,c,a,c,c,c,b,c,3,4,3,4,3,4,3,4,4,3,4,3,4,3,3,3,4,3,3,4,4,6,9,7,7,7,8,7,6,7,8,Yes,1,6,NA,b,2,in relationship,3/29/2023 16:07
en,TRUE,game,2,f,4,f,25,c,e,d,d,e,c,b,a,a,a,b,c,3,4,3,4,4,3,4,4,3,3,5,4,3,4,3,5,3,3,2,3,3,4,6,4,6,5,5,7,4,6,5,Yes,2,3,1,a,2,in relationship,2/24/2023 3:03
en,TRUE,game,2,m,0,f,26,c,e,c,e,b,d,a,a,a,b,a,c,4,5,5,5,4,4,5,5,4,4,4,2,3,3,2,3,3,2,2,3,3,6,5,4,5,7,10,7,9,7,8,Yes,2,7,10,a,2,other,3/21/2023 19:12
en,TRUE,NA,1,f,5,f,46,e,d,e,c,d,e,a,b,c,a,a,b,3,5,5,4,5,3,2,3,2,4,4,3,2,3,4,3,4,4,5,5,5,6,6,6,11,11,7,9,10,11,11,Yes,2,15,18,a,2,in relationship,3/29/2023 16:10
en,TRUE,NA,1,m,0,f,23,d,b,b,c,d,a,c,a,a,a,a,c,3,5,3,4,3,5,3,4,3,4,3,3,2,4,3,4,3,4,2,3,5,8,8,8,10,9,10,9,8,8,10,Yes,2,1,3,b,2,in relationship,3/29/2023 16:09
pl,TRUE,KG0902,1,m,0,f,24,b,a,b,c,a,c,b,b,b,c,c,b,2,0,1,6,0,0,0,0,0,6,2,3,1,0,2,6,3,0,6,3,0,3,8,10,7,7,4,8,10,7,6,Nie,0,NA,NA,b,2,in relationship,1/8/2023 21:37
en,TRUE,game,1,f,6,f,25,a,c,b,e,a,b,c,c,a,c,b,b,4,5,4,5,5,5,6,5,6,5,6,6,5,6,5,4,5,5,6,5,6,1,6,1,11,6,4,2,4,9,9,Yes,2,1,2,b,5,in relationship,2/6/2023 20:39
en,TRUE,game,1,m,4,m,35,c,d,e,e,c,a,b,c,b,b,b,a,4,3,2,4,4,3,4,3,4,3,4,2,3,4,4,4,3,4,3,4,5,6,6,9,5,5,7,4,8,4,8,Yes,1,5,NA,b,2,in relationship,3/21/2023 15:26
pl,TRUE,KG0902,1,m,0,f,30,e,c,b,b,b,e,a,b,a,c,a,b,5,4,6,6,0,1,6,3,3,6,4,6,6,6,5,4,6,0,5,1,2,6,8,10,7,8,7,8,9,7,5,Nie,0,NA,NA,a,1,in relationship,1/7/2023 16:57
en,TRUE,NA,1,m,0,f,27,b,a,e,b,e,a,a,c,c,c,a,b,3,2,2,0,0,4,1,0,1,3,2,1,4,3,2,4,3,3,2,3,3,3,4,5,1,10,7,7,9,7,11,Yes,1,2,NA,a,2,in relationship,3/7/2023 19:35
en,TRUE,game,1,f,5,f,35,d,c,e,d,b,b,b,b,b,b,b,b,4,5,4,3,3,4,4,3,3,4,4,4,5,4,3,4,4,3,4,4,5,4,6,8,5,7,6,7,7,5,8,Yes,2,12,12,a,2,in relationship,2/23/2023 23:41
en,TRUE,game,2,m,3,f,30,b,a,e,a,d,a,c,c,b,c,a,c,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,No,0,NA,NA,a,2,single,3/14/2023 0:13
pl,TRUE,AB12,1,f,2,m,19,e,d,e,e,e,e,c,a,b,c,c,c,3,4,3,5,0,1,1,0,2,5,3,4,5,0,2,5,4,3,4,0,4,7,9,10,7,7,6,8,10,7,7,Nie,0,NA,NA,a,2,single,12/28/2022 14:13
pl,TRUE,NA,1,f,2,m,21,c,a,e,c,a,b,a,c,c,a,c,b,2,0,4,6,0,0,2,0,2,4,0,4,2,0,2,6,6,2,2,2,1,5,6,9,6,9,6,6,7,6,6,Nie,0,NA,NA,b,2,single,12/17/2022 13:32
pl,TRUE,NA,1,m,0,f,25,e,c,b,d,c,e,a,b,a,a,c,c,6,0,6,6,0,1,0,0,0,6,0,2,0,0,3,2,0,1,6,0,1,6,8,11,7,11,10,8,11,11,1,Nie,0,NA,NA,a,2,in relationship,2/7/2023 12:53
pl,TRUE,KG0902,1,f,1,m,23,e,c,b,b,a,e,c,b,a,c,b,b,2,1,1,4,0,2,1,0,1,4,1,3,4,0,5,5,4,1,4,0,2,4,4,6,8,7,2,6,4,6,6,Nie,0,NA,NA,b,2,in relationship,1/9/2023 19:03
pl,TRUE,KG0902,1,f,3,f,25,e,c,b,e,c,e,c,c,b,b,b,a,3,2,6,6,2,5,4,1,6,5,6,4,0,6,6,2,6,5,2,6,4,1,10,6,6,9,9,11,9,8,11,Nie,0,NA,NA,b,2,single,1/31/2023 10:01
pl,TRUE,NA,1,f,0,m,30,e,b,e,d,d,e,c,b,c,c,c,b,3,3,4,6,0,3,4,3,3,6,6,5,5,1,5,4,5,5,5,6,4,8,11,9,10,9,9,11,8,9,10,Nie,0,NA,NA,b,0,in relationship,12/16/2022 22:03
en,TRUE,gmae,1,f,0,m,34,e,c,a,d,a,b,c,c,c,b,b,b,1,2,6,5,0,2,1,1,4,4,2,3,4,2,4,3,5,3,4,3,6,3,3,8,2,3,4,5,8,6,6,No,0,NA,NA,b,2,in relationship,2/6/2023 20:37
pl,TRUE,INSTAGRAM STUDY,1,f,4,f,22,e,c,e,b,e,a,a,b,a,a,b,b,4,1,5,5,0,0,0,0,1,2,0,5,0,0,2,2,6,4,1,0,2,9,7,6,7,5,7,6,8,7,6,Nie,0,NA,NA,a,2,in relationship,1/23/2023 18:45
en,TRUE,NA,1,m,1,f,30,e,b,a,e,d,d,a,c,a,c,b,b,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,9,8,9,9,6,8,9,9,8,Yes,1,2,NA,a,2,in relationship,2/6/2023 22:04
pl,TRUE,AB12,2,f,5,f,30,e,c,d,c,b,c,c,c,b,c,b,c,3,4,5,6,3,3,3,2,5,6,4,4,2,3,4,5,5,6,5,3,4,6,6,6,3,2,8,5,5,6,7,Nie,0,NA,NA,a,2,other,1/15/2023 10:34
